S_OK	0x00000000
FWP_E_TOO_MANY_BOOTTIME_FILTERS	0x80320018
FWP_E_NOTIFICATION_DROPPED	0x80320019
FWP_E_TRAFFIC_MISMATCH	0x8032001A
FWP_E_INCOMPATIBLE_SA_STATE	0x8032001B
FWP_E_NULL_POINTER	0x8032001C
FWP_E_INVALID_ENUMERATOR	0x8032001D
FWP_E_INVALID_FLAGS	0x8032001E
FWP_E_INVALID_NET_MASK	0x8032001F
FWP_E_INVALID_RANGE	0x80320020
FWP_E_INVALID_INTERVAL	0x80320021
FWP_E_ZERO_LENGTH_ARRAY	0x80320022
FWP_E_NULL_DISPLAY_NAME	0x80320023
FWP_E_INVALID_ACTION_TYPE	0x80320024
FWP_E_INVALID_WEIGHT	0x80320025
FWP_E_MATCH_TYPE_MISMATCH	0x80320026
FWP_E_TYPE_MISMATCH	0x80320027
FWP_E_OUT_OF_BOUNDS	0x80320028
FWP_E_RESERVED	0x80320029
FWP_E_DUPLICATE_CONDITION	0x8032002A
FWP_E_DUPLICATE_KEYMOD	0x8032002B
FWP_E_ACTION_INCOMPATIBLE_WITH_LAYER	0x8032002C
FWP_E_ACTION_INCOMPATIBLE_WITH_SUBLAYER	0x8032002D
FWP_E_CONTEXT_INCOMPATIBLE_WITH_LAYER	0x8032002E
FWP_E_CONTEXT_INCOMPATIBLE_WITH_CALLOUT	0x8032002F
FWP_E_INCOMPATIBLE_AUTH_METHOD	0x80320030
FWP_E_INCOMPATIBLE_DH_GROUP	0x80320031
FWP_E_EM_NOT_SUPPORTED	0x80320032
FWP_E_NEVER_MATCH	0x80320033
FWP_E_PROVIDER_CONTEXT_MISMATCH	0x80320034
FWP_E_INVALID_PARAMETER	0x80320035
FWP_E_TOO_MANY_SUBLAYERS	0x80320036
FWP_E_CALLOUT_NOTIFICATION_FAILED	0x80320037
FWP_E_INCOMPATIBLE_AUTH_CONFIG	0x80320038
FWP_E_INCOMPATIBLE_CIPHER_CONFIG	0x80320039
ERROR_NDIS_INTERFACE_CLOSING	0x80340002
ERROR_NDIS_BAD_VERSION	0x80340004
ERROR_NDIS_BAD_CHARACTERISTICS	0x80340005
ERROR_NDIS_ADAPTER_NOT_FOUND	0x80340006
ERROR_NDIS_OPEN_FAILED	0x80340007
ERROR_NDIS_DEVICE_FAILED	0x80340008
ERROR_NDIS_MULTICAST_FULL	0x80340009
ERROR_NDIS_MULTICAST_EXISTS	0x8034000A
ERROR_NDIS_MULTICAST_NOT_FOUND	0x8034000B
ERROR_NDIS_REQUEST_ABORTED	0x8034000C
ERROR_NDIS_RESET_IN_PROGRESS	0x8034000D
ERROR_NDIS_INVALID_PACKET	0x8034000F
ERROR_NDIS_INVALID_DEVICE_REQUEST	0x80340010
ERROR_NDIS_ADAPTER_NOT_READY	0x80340011
ERROR_NDIS_INVALID_LENGTH	0x80340014
ERROR_NDIS_INVALID_DATA	0x80340015
ERROR_NDIS_BUFFER_TOO_SHORT	0x80340016
ERROR_NDIS_INVALID_OID	0x80340017
ERROR_NDIS_ADAPTER_REMOVED	0x80340018
ERROR_NDIS_UNSUPPORTED_MEDIA	0x80340019
ERROR_NDIS_GROUP_ADDRESS_IN_USE	0x8034001A
ERROR_NDIS_FILE_NOT_FOUND	0x8034001B
ERROR_NDIS_ERROR_READING_FILE	0x8034001C
ERROR_NDIS_ALREADY_MAPPED	0x8034001D
ERROR_NDIS_RESOURCE_CONFLICT	0x8034001E
ERROR_NDIS_MEDIA_DISCONNECTED	0x8034001F
ERROR_NDIS_INVALID_ADDRESS	0x80340022
ERROR_NDIS_PAUSED	0x8034002A
ERROR_NDIS_INTERFACE_NOT_FOUND	0x8034002B
ERROR_NDIS_UNSUPPORTED_REVISION	0x8034002C
ERROR_NDIS_INVALID_PORT	0x8034002D
ERROR_NDIS_INVALID_PORT_STATE	0x8034002E
ERROR_NDIS_NOT_SUPPORTED	0x803400BB
ERROR_NDIS_DOT11_AUTO_CONFIG_ENABLED	0x80342000
ERROR_NDIS_DOT11_MEDIA_IN_USE	0x80342001
ERROR_NDIS_DOT11_POWER_STATE_INVALID	0x80342002
TRK_E_NOT_FOUND	0x8DEAD01B
TRK_E_VOLUME_QUOTA_EXCEEDED	0x8DEAD01C
TRK_SERVER_TOO_BUSY	0x8DEAD01E
ERROR_AUDITING_DISABLED	0xC0090001
ERROR_ALL_SIDS_FILTERED	0xC0090002
ERROR_BIZRULES_NOT_ENABLED	0xC0090003
NS_E_NOCONNECTION	0xC00D0005
NS_E_CANNOTCONNECT	0xC00D0006
NS_E_CANNOTDESTROYTITLE	0xC00D0007
NS_E_CANNOTRENAMETITLE	0xC00D0008
NS_E_CANNOTOFFLINEDISK	0xC00D0009
NS_E_CANNOTONLINEDISK	0xC00D000A
NS_E_NOREGISTEREDWALKER	0xC00D000B
NS_E_NOFUNNEL	0xC00D000C
NS_E_NO_LOCALPLAY	0xC00D000D
NS_E_NETWORK_BUSY	0xC00D000E
NS_E_TOO_MANY_SESS	0xC00D000F
NS_E_ALREADY_CONNECTED	0xC00D0010
NS_E_INVALID_INDEX	0xC00D0011
NS_E_PROTOCOL_MISMATCH	0xC00D0012
NS_E_TIMEOUT	0xC00D0013
NS_E_NET_WRITE	0xC00D0014
NS_E_NET_READ	0xC00D0015
NS_E_DISK_WRITE	0xC00D0016
NS_E_DISK_READ	0xC00D0017
NS_E_FILE_WRITE	0xC00D0018
NS_E_FILE_READ	0xC00D0019
NS_E_FILE_NOT_FOUND	0xC00D001A
NS_E_FILE_EXISTS	0xC00D001B
NS_E_INVALID_NAME	0xC00D001C
NS_E_FILE_OPEN_FAILED	0xC00D001D
NS_E_FILE_ALLOCATION_FAILED	0xC00D001E
NS_E_FILE_INIT_FAILED	0xC00D001F
NS_E_FILE_PLAY_FAILED	0xC00D0020
NS_E_SET_DISK_UID_FAILED	0xC00D0021
NS_E_INDUCED	0xC00D0022
NS_E_CCLINK_DOWN	0xC00D0023
NS_E_INTERNAL	0xC00D0024
NS_E_BUSY	0xC00D0025
NS_E_UNRECOGNIZED_STREAM_TYPE	0xC00D0026
NS_E_NETWORK_SERVICE_FAILURE	0xC00D0027
NS_E_NETWORK_RESOURCE_FAILURE	0xC00D0028
NS_E_CONNECTION_FAILURE	0xC00D0029
NS_E_SHUTDOWN	0xC00D002A
NS_E_INVALID_REQUEST	0xC00D002B
NS_E_INSUFFICIENT_BANDWIDTH	0xC00D002C
NS_E_NOT_REBUILDING	0xC00D002D
NS_E_LATE_OPERATION	0xC00D002E
NS_E_INVALID_DATA	0xC00D002F
NS_E_FILE_BANDWIDTH_LIMIT	0xC00D0030
NS_E_OPEN_FILE_LIMIT	0xC00D0031
NS_E_BAD_CONTROL_DATA	0xC00D0032
NS_E_NO_STREAM	0xC00D0033
NS_E_STREAM_END	0xC00D0034
NS_E_SERVER_NOT_FOUND	0xC00D0035
NS_E_DUPLICATE_NAME	0xC00D0036
NS_E_DUPLICATE_ADDRESS	0xC00D0037
NS_E_BAD_MULTICAST_ADDRESS	0xC00D0038
NS_E_BAD_ADAPTER_ADDRESS	0xC00D0039
NS_E_BAD_DELIVERY_MODE	0xC00D003A
NS_E_INVALID_CHANNEL	0xC00D003B
NS_E_INVALID_STREAM	0xC00D003C
NS_E_INVALID_ARCHIVE	0xC00D003D
NS_E_NOTITLES	0xC00D003E
NS_E_INVALID_CLIENT	0xC00D003F
NS_E_INVALID_BLACKHOLE_ADDRESS	0xC00D0040
NS_E_INCOMPATIBLE_FORMAT	0xC00D0041
NS_E_INVALID_KEY	0xC00D0042
NS_E_INVALID_PORT	0xC00D0043
NS_E_INVALID_TTL	0xC00D0044
NS_E_STRIDE_REFUSED	0xC00D0045
NS_E_MMSAUTOSERVER_CANTFINDWALKER	0xC00D0046
NS_E_MAX_BITRATE	0xC00D0047
NS_E_LOGFILEPERIOD	0xC00D0048
NS_E_MAX_CLIENTS	0xC00D0049
NS_E_LOG_FILE_SIZE	0xC00D004A
NS_E_MAX_FILERATE	0xC00D004B
NS_E_WALKER_UNKNOWN	0xC00D004C
NS_E_WALKER_SERVER	0xC00D004D
NS_E_WALKER_USAGE	0xC00D004E
NS_E_TIGER_FAIL	0xC00D0050
NS_E_CUB_FAIL	0xC00D0053
NS_E_DISK_FAIL	0xC00D0055
NS_E_MAX_FUNNELS_ALERT	0xC00D0060
NS_E_ALLOCATE_FILE_FAIL	0xC00D0061
NS_E_PAGING_ERROR	0xC00D0062
NS_E_BAD_BLOCK0_VERSION	0xC00D0063
NS_E_BAD_DISK_UID	0xC00D0064
NS_E_BAD_FSMAJOR_VERSION	0xC00D0065
NS_E_BAD_STAMPNUMBER	0xC00D0066
NS_E_PARTIALLY_REBUILT_DISK	0xC00D0067
NS_E_ENACTPLAN_GIVEUP	0xC00D0068
MCMADM_E_REGKEY_NOT_FOUND	0xC00D006A
NS_E_NO_FORMATS	0xC00D006B
NS_E_NO_REFERENCES	0xC00D006C
NS_E_WAVE_OPEN	0xC00D006D
NS_E_CANNOTCONNECTEVENTS	0xC00D006F
NS_E_NO_DEVICE	0xC00D0071
NS_E_NO_SPECIFIED_DEVICE	0xC00D0072
NS_E_MONITOR_GIVEUP	0xC00D00C8
NS_E_REMIRRORED_DISK	0xC00D00C9
NS_E_INSUFFICIENT_DATA	0xC00D00CA
NS_E_ASSERT	0xC00D00CB
NS_E_BAD_ADAPTER_NAME	0xC00D00CC
NS_E_NOT_LICENSED	0xC00D00CD
NS_E_NO_SERVER_CONTACT	0xC00D00CE
NS_E_TOO_MANY_TITLES	0xC00D00CF
NS_E_TITLE_SIZE_EXCEEDED	0xC00D00D0
NS_E_UDP_DISABLED	0xC00D00D1
NS_E_TCP_DISABLED	0xC00D00D2
NS_E_HTTP_DISABLED	0xC00D00D3
NS_E_LICENSE_EXPIRED	0xC00D00D4
NS_E_TITLE_BITRATE	0xC00D00D5
NS_E_EMPTY_PROGRAM_NAME	0xC00D00D6
NS_E_MISSING_CHANNEL	0xC00D00D7
NS_E_NO_CHANNELS	0xC00D00D8
NS_E_INVALID_INDEX2	0xC00D00D9
NS_E_CUB_FAIL_LINK	0xC00D0190
NS_E_BAD_CUB_UID	0xC00D0192
NS_E_GLITCH_MODE	0xC00D0195
NS_E_NO_MEDIA_PROTOCOL	0xC00D019B
NS_E_NOTHING_TO_DO	0xC00D07F1
NS_E_NO_MULTICAST	0xC00D07F2
NS_E_INVALID_INPUT_FORMAT	0xC00D0BB8
NS_E_MSAUDIO_NOT_INSTALLED	0xC00D0BB9
NS_E_UNEXPECTED_MSAUDIO_ERROR	0xC00D0BBA
NS_E_INVALID_OUTPUT_FORMAT	0xC00D0BBB
NS_E_NOT_CONFIGURED	0xC00D0BBC
NS_E_PROTECTED_CONTENT	0xC00D0BBD
NS_E_LICENSE_REQUIRED	0xC00D0BBE
NS_E_TAMPERED_CONTENT	0xC00D0BBF
NS_E_LICENSE_OUTOFDATE	0xC00D0BC0
NS_E_LICENSE_INCORRECT_RIGHTS	0xC00D0BC1
NS_E_AUDIO_CODEC_NOT_INSTALLED	0xC00D0BC2
NS_E_AUDIO_CODEC_ERROR	0xC00D0BC3
NS_E_VIDEO_CODEC_NOT_INSTALLED	0xC00D0BC4
NS_E_VIDEO_CODEC_ERROR	0xC00D0BC5
NS_E_INVALIDPROFILE	0xC00D0BC6
NS_E_INCOMPATIBLE_VERSION	0xC00D0BC7
NS_E_OFFLINE_MODE	0xC00D0BCA
NS_E_NOT_CONNECTED	0xC00D0BCB
NS_E_TOO_MUCH_DATA	0xC00D0BCC
NS_E_UNSUPPORTED_PROPERTY	0xC00D0BCD
NS_E_8BIT_WAVE_UNSUPPORTED	0xC00D0BCE
NS_E_NO_MORE_SAMPLES	0xC00D0BCF
NS_E_INVALID_SAMPLING_RATE	0xC00D0BD0
NS_E_MAX_PACKET_SIZE_TOO_SMALL	0xC00D0BD1
NS_E_LATE_PACKET	0xC00D0BD2
NS_E_DUPLICATE_PACKET	0xC00D0BD3
NS_E_SDK_BUFFERTOOSMALL	0xC00D0BD4
NS_E_INVALID_NUM_PASSES	0xC00D0BD5
NS_E_ATTRIBUTE_READ_ONLY	0xC00D0BD6
NS_E_ATTRIBUTE_NOT_ALLOWED	0xC00D0BD7
NS_E_INVALID_EDL	0xC00D0BD8
NS_E_DATA_UNIT_EXTENSION_TOO_LARGE	0xC00D0BD9
NS_E_CODEC_DMO_ERROR	0xC00D0BDA
NS_E_FEATURE_DISABLED_BY_GROUP_POLICY	0xC00D0BDC
NS_E_FEATURE_DISABLED_IN_SKU	0xC00D0BDD
NS_E_NO_CD	0xC00D0FA0
NS_E_CANT_READ_DIGITAL	0xC00D0FA1
NS_E_DEVICE_DISCONNECTED	0xC00D0FA2
NS_E_DEVICE_NOT_SUPPORT_FORMAT	0xC00D0FA3
NS_E_SLOW_READ_DIGITAL	0xC00D0FA4
NS_E_MIXER_INVALID_LINE	0xC00D0FA5
NS_E_MIXER_INVALID_CONTROL	0xC00D0FA6
NS_E_MIXER_INVALID_VALUE	0xC00D0FA7
NS_E_MIXER_UNKNOWN_MMRESULT	0xC00D0FA8
NS_E_USER_STOP	0xC00D0FA9
NS_E_MP3_FORMAT_NOT_FOUND	0xC00D0FAA
NS_E_CD_READ_ERROR_NO_CORRECTION	0xC00D0FAB
NS_E_CD_READ_ERROR	0xC00D0FAC
NS_E_CD_SLOW_COPY	0xC00D0FAD
NS_E_CD_COPYTO_CD	0xC00D0FAE
NS_E_MIXER_NODRIVER	0xC00D0FAF
NS_E_REDBOOK_ENABLED_WHILE_COPYING	0xC00D0FB0
NS_E_CD_REFRESH	0xC00D0FB1
NS_E_CD_DRIVER_PROBLEM	0xC00D0FB2
NS_E_WONT_DO_DIGITAL	0xC00D0FB3
NS_E_WMPXML_NOERROR	0xC00D0FB4
NS_E_WMPXML_ENDOFDATA	0xC00D0FB5
NS_E_WMPXML_PARSEERROR	0xC00D0FB6
NS_E_WMPXML_ATTRIBUTENOTFOUND	0xC00D0FB7
NS_E_WMPXML_PINOTFOUND	0xC00D0FB8
NS_E_WMPXML_EMPTYDOC	0xC00D0FB9
NS_E_WMP_PATH_ALREADY_IN_LIBRARY	0xC00D0FBA
NS_E_WMP_FILESCANALREADYSTARTED	0xC00D0FBE
NS_E_WMP_HME_INVALIDOBJECTID	0xC00D0FBF
NS_E_WMP_MF_CODE_EXPIRED	0xC00D0FC0
NS_E_WMP_HME_NOTSEARCHABLEFORITEMS	0xC00D0FC1
NS_E_WMP_ADDTOLIBRARY_FAILED	0xC00D0FC7
NS_E_WMP_WINDOWSAPIFAILURE	0xC00D0FC8
NS_E_WMP_RECORDING_NOT_ALLOWED	0xC00D0FC9
NS_E_DEVICE_NOT_READY	0xC00D0FCA
NS_E_DAMAGED_FILE	0xC00D0FCB
NS_E_MPDB_GENERIC	0xC00D0FCC
NS_E_FILE_FAILED_CHECKS	0xC00D0FCD
NS_E_MEDIA_LIBRARY_FAILED	0xC00D0FCE
NS_E_SHARING_VIOLATION	0xC00D0FCF
NS_E_NO_ERROR_STRING_FOUND	0xC00D0FD0
NS_E_WMPOCX_NO_REMOTE_CORE	0xC00D0FD1
NS_E_WMPOCX_NO_ACTIVE_CORE	0xC00D0FD2
NS_E_WMPOCX_NOT_RUNNING_REMOTELY	0xC00D0FD3
NS_E_WMPOCX_NO_REMOTE_WINDOW	0xC00D0FD4
NS_E_WMPOCX_ERRORMANAGERNOTAVAILABLE	0xC00D0FD5
NS_E_PLUGIN_NOTSHUTDOWN	0xC00D0FD6
NS_E_WMP_CANNOT_FIND_FOLDER	0xC00D0FD7
NS_E_WMP_STREAMING_RECORDING_NOT_ALLOWED	0xC00D0FD8
NS_E_WMP_PLUGINDLL_NOTFOUND	0xC00D0FD9
NS_E_NEED_TO_ASK_USER	0xC00D0FDA
NS_E_WMPOCX_PLAYER_NOT_DOCKED	0xC00D0FDB
NS_E_WMP_EXTERNAL_NOTREADY	0xC00D0FDC
NS_E_WMP_MLS_STALE_DATA	0xC00D0FDD
NS_E_WMP_UI_SUBCONTROLSNOTSUPPORTED	0xC00D0FDE
NS_E_WMP_UI_VERSIONMISMATCH	0xC00D0FDF
NS_E_WMP_UI_NOTATHEMEFILE	0xC00D0FE0
NS_E_WMP_UI_SUBELEMENTNOTFOUND	0xC00D0FE1
NS_E_WMP_UI_VERSIONPARSE	0xC00D0FE2
NS_E_WMP_UI_VIEWIDNOTFOUND	0xC00D0FE3
NS_E_WMP_UI_PASSTHROUGH	0xC00D0FE4
NS_E_WMP_UI_OBJECTNOTFOUND	0xC00D0FE5
NS_E_WMP_UI_SECONDHANDLER	0xC00D0FE6
NS_E_WMP_UI_NOSKININZIP	0xC00D0FE7
NS_E_WMP_URLDOWNLOADFAILED	0xC00D0FEA
NS_E_WMPOCX_UNABLE_TO_LOAD_SKIN	0xC00D0FEB
NS_E_WMP_INVALID_SKIN	0xC00D0FEC
NS_E_WMP_SENDMAILFAILED	0xC00D0FED
NS_E_WMP_LOCKEDINSKINMODE	0xC00D0FEE
NS_E_WMP_FAILED_TO_SAVE_FILE	0xC00D0FEF
NS_E_WMP_SAVEAS_READONLY	0xC00D0FF0
NS_E_WMP_FAILED_TO_SAVE_PLAYLIST	0xC00D0FF1
NS_E_WMP_FAILED_TO_OPEN_WMD	0xC00D0FF2
NS_E_WMP_CANT_PLAY_PROTECTED	0xC00D0FF3
NS_E_SHARING_STATE_OUT_OF_SYNC	0xC00D0FF4
NS_E_WMPOCX_REMOTE_PLAYER_ALREADY_RUNNING	0xC00D0FFA
NS_E_WMP_RBC_JPGMAPPINGIMAGE	0xC00D1004
NS_E_WMP_JPGTRANSPARENCY	0xC00D1005
NS_E_WMP_INVALID_MAX_VAL	0xC00D1009
NS_E_WMP_INVALID_MIN_VAL	0xC00D100A
NS_E_WMP_CS_JPGPOSITIONIMAGE	0xC00D100E
NS_E_WMP_CS_NOTEVENLYDIVISIBLE	0xC00D100F
NS_E_WMPZIP_NOTAZIPFILE	0xC00D1018
NS_E_WMPZIP_CORRUPT	0xC00D1019
NS_E_WMPZIP_FILENOTFOUND	0xC00D101A
NS_E_WMP_IMAGE_FILETYPE_UNSUPPORTED	0xC00D1022
NS_E_WMP_IMAGE_INVALID_FORMAT	0xC00D1023
NS_E_WMP_GIF_UNEXPECTED_ENDOFFILE	0xC00D1024
NS_E_WMP_GIF_INVALID_FORMAT	0xC00D1025
NS_E_WMP_GIF_BAD_VERSION_NUMBER	0xC00D1026
NS_E_WMP_GIF_NO_IMAGE_IN_FILE	0xC00D1027
NS_E_WMP_PNG_INVALIDFORMAT	0xC00D1028
NS_E_WMP_PNG_UNSUPPORTED_BITDEPTH	0xC00D1029
NS_E_WMP_PNG_UNSUPPORTED_COMPRESSION	0xC00D102A
NS_E_WMP_PNG_UNSUPPORTED_FILTER	0xC00D102B
NS_E_WMP_PNG_UNSUPPORTED_INTERLACE	0xC00D102C
NS_E_WMP_PNG_UNSUPPORTED_BAD_CRC	0xC00D102D
NS_E_WMP_BMP_INVALID_BITMASK	0xC00D102E
NS_E_WMP_BMP_TOPDOWN_DIB_UNSUPPORTED	0xC00D102F
NS_E_WMP_BMP_BITMAP_NOT_CREATED	0xC00D1030
NS_E_WMP_BMP_COMPRESSION_UNSUPPORTED	0xC00D1031
NS_E_WMP_BMP_INVALID_FORMAT	0xC00D1032
NS_E_WMP_JPG_JERR_ARITHCODING_NOTIMPL	0xC00D1033
NS_E_WMP_JPG_INVALID_FORMAT	0xC00D1034
NS_E_WMP_JPG_BAD_DCTSIZE	0xC00D1035
NS_E_WMP_JPG_BAD_VERSION_NUMBER	0xC00D1036
NS_E_WMP_JPG_BAD_PRECISION	0xC00D1037
NS_E_WMP_JPG_CCIR601_NOTIMPL	0xC00D1038
NS_E_WMP_JPG_NO_IMAGE_IN_FILE	0xC00D1039
NS_E_WMP_JPG_READ_ERROR	0xC00D103A
NS_E_WMP_JPG_FRACT_SAMPLE_NOTIMPL	0xC00D103B
NS_E_WMP_JPG_IMAGE_TOO_BIG	0xC00D103C
NS_E_WMP_JPG_UNEXPECTED_ENDOFFILE	0xC00D103D
NS_E_WMP_JPG_SOF_UNSUPPORTED	0xC00D103E
NS_E_WMP_JPG_UNKNOWN_MARKER	0xC00D103F
NS_E_WMP_FAILED_TO_OPEN_IMAGE	0xC00D1044
NS_E_WMP_DAI_SONGTOOSHORT	0xC00D1049
NS_E_WMG_RATEUNAVAILABLE	0xC00D104A
NS_E_WMG_PLUGINUNAVAILABLE	0xC00D104B
NS_E_WMG_CANNOTQUEUE	0xC00D104C
NS_E_WMG_PREROLLLICENSEACQUISITIONNOTALLOWED	0xC00D104D
NS_E_WMG_UNEXPECTEDPREROLLSTATUS	0xC00D104E
NS_E_WMG_INVALID_COPP_CERTIFICATE	0xC00D1051
NS_E_WMG_COPP_SECURITY_INVALID	0xC00D1052
NS_E_WMG_COPP_UNSUPPORTED	0xC00D1053
NS_E_WMG_INVALIDSTATE	0xC00D1054
NS_E_WMG_SINKALREADYEXISTS	0xC00D1055
NS_E_WMG_NOSDKINTERFACE	0xC00D1056
NS_E_WMG_NOTALLOUTPUTSRENDERED	0xC00D1057
NS_E_WMG_FILETRANSFERNOTALLOWED	0xC00D1058
NS_E_WMR_UNSUPPORTEDSTREAM	0xC00D1059
NS_E_WMR_PINNOTFOUND	0xC00D105A
NS_E_WMR_WAITINGONFORMATSWITCH	0xC00D105B
NS_E_WMR_NOSOURCEFILTER	0xC00D105C
NS_E_WMR_PINTYPENOMATCH	0xC00D105D
NS_E_WMR_NOCALLBACKAVAILABLE	0xC00D105E
NS_E_WMR_SAMPLEPROPERTYNOTSET	0xC00D1062
NS_E_WMR_CANNOT_RENDER_BINARY_STREAM	0xC00D1063
NS_E_WMG_LICENSE_TAMPERED	0xC00D1064
NS_E_WMR_WILLNOT_RENDER_BINARY_STREAM	0xC00D1065
NS_E_WMX_UNRECOGNIZED_PLAYLIST_FORMAT	0xC00D1068
NS_E_ASX_INVALIDFORMAT	0xC00D1069
NS_E_ASX_INVALIDVERSION	0xC00D106A
NS_E_ASX_INVALID_REPEAT_BLOCK	0xC00D106B
NS_E_ASX_NOTHING_TO_WRITE	0xC00D106C
NS_E_URLLIST_INVALIDFORMAT	0xC00D106D
NS_E_WMX_ATTRIBUTE_DOES_NOT_EXIST	0xC00D106E
NS_E_WMX_ATTRIBUTE_ALREADY_EXISTS	0xC00D106F
NS_E_WMX_ATTRIBUTE_UNRETRIEVABLE	0xC00D1070
NS_E_WMX_ITEM_DOES_NOT_EXIST	0xC00D1071
NS_E_WMX_ITEM_TYPE_ILLEGAL	0xC00D1072
NS_E_WMX_ITEM_UNSETTABLE	0xC00D1073
NS_E_WMX_PLAYLIST_EMPTY	0xC00D1074
NS_E_MLS_SMARTPLAYLIST_FILTER_NOT_REGISTERED	0xC00D1075
NS_E_WMX_INVALID_FORMAT_OVER_NESTING	0xC00D1076
NS_E_WMPCORE_NOSOURCEURLSTRING	0xC00D107C
NS_E_WMPCORE_COCREATEFAILEDFORGITOBJECT	0xC00D107D
NS_E_WMPCORE_FAILEDTOGETMARSHALLEDEVENTHANDLERINTERFACE	0xC00D107E
NS_E_WMPCORE_BUFFERTOOSMALL	0xC00D107F
NS_E_WMPCORE_UNAVAILABLE	0xC00D1080
NS_E_WMPCORE_INVALIDPLAYLISTMODE	0xC00D1081
NS_E_WMPCORE_ITEMNOTINPLAYLIST	0xC00D1086
NS_E_WMPCORE_PLAYLISTEMPTY	0xC00D1087
NS_E_WMPCORE_NOBROWSER	0xC00D1088
NS_E_WMPCORE_UNRECOGNIZED_MEDIA_URL	0xC00D1089
NS_E_WMPCORE_GRAPH_NOT_IN_LIST	0xC00D108A
NS_E_WMPCORE_PLAYLIST_EMPTY_OR_SINGLE_MEDIA	0xC00D108B
NS_E_WMPCORE_ERRORSINKNOTREGISTERED	0xC00D108C
NS_E_WMPCORE_ERRORMANAGERNOTAVAILABLE	0xC00D108D
NS_E_WMPCORE_WEBHELPFAILED	0xC00D108E
NS_E_WMPCORE_MEDIA_ERROR_RESUME_FAILED	0xC00D108F
NS_E_WMPCORE_NO_REF_IN_ENTRY	0xC00D1090
NS_E_WMPCORE_WMX_LIST_ATTRIBUTE_NAME_EMPTY	0xC00D1091
NS_E_WMPCORE_WMX_LIST_ATTRIBUTE_NAME_ILLEGAL	0xC00D1092
NS_E_WMPCORE_WMX_LIST_ATTRIBUTE_VALUE_EMPTY	0xC00D1093
NS_E_WMPCORE_WMX_LIST_ATTRIBUTE_VALUE_ILLEGAL	0xC00D1094
NS_E_WMPCORE_WMX_LIST_ITEM_ATTRIBUTE_NAME_EMPTY	0xC00D1095
NS_E_WMPCORE_WMX_LIST_ITEM_ATTRIBUTE_NAME_ILLEGAL	0xC00D1096
NS_E_WMPCORE_WMX_LIST_ITEM_ATTRIBUTE_VALUE_EMPTY	0xC00D1097
NS_E_WMPCORE_LIST_ENTRY_NO_REF	0xC00D1098
NS_E_WMPCORE_MISNAMED_FILE	0xC00D1099
NS_E_WMPCORE_CODEC_NOT_TRUSTED	0xC00D109A
NS_E_WMPCORE_CODEC_NOT_FOUND	0xC00D109B
NS_E_WMPCORE_CODEC_DOWNLOAD_NOT_ALLOWED	0xC00D109C
NS_E_WMPCORE_ERROR_DOWNLOADING_PLAYLIST	0xC00D109D
NS_E_WMPCORE_FAILED_TO_BUILD_PLAYLIST	0xC00D109E
NS_E_WMPCORE_PLAYLIST_ITEM_ALTERNATE_NONE	0xC00D109F
NS_E_WMPCORE_PLAYLIST_ITEM_ALTERNATE_EXHAUSTED	0xC00D10A0
NS_E_WMPCORE_PLAYLIST_ITEM_ALTERNATE_NAME_NOT_FOUND	0xC00D10A1
NS_E_WMPCORE_PLAYLIST_ITEM_ALTERNATE_MORPH_FAILED	0xC00D10A2
NS_E_WMPCORE_PLAYLIST_ITEM_ALTERNATE_INIT_FAILED	0xC00D10A3
NS_E_WMPCORE_MEDIA_ALTERNATE_REF_EMPTY	0xC00D10A4
NS_E_WMPCORE_PLAYLIST_NO_EVENT_NAME	0xC00D10A5
NS_E_WMPCORE_PLAYLIST_EVENT_ATTRIBUTE_ABSENT	0xC00D10A6
NS_E_WMPCORE_PLAYLIST_EVENT_EMPTY	0xC00D10A7
NS_E_WMPCORE_PLAYLIST_STACK_EMPTY	0xC00D10A8
NS_E_WMPCORE_CURRENT_MEDIA_NOT_ACTIVE	0xC00D10A9
NS_E_WMPCORE_USER_CANCEL	0xC00D10AB
NS_E_WMPCORE_PLAYLIST_REPEAT_EMPTY	0xC00D10AC
NS_E_WMPCORE_PLAYLIST_REPEAT_START_MEDIA_NONE	0xC00D10AD
NS_E_WMPCORE_PLAYLIST_REPEAT_END_MEDIA_NONE	0xC00D10AE
NS_E_WMPCORE_INVALID_PLAYLIST_URL	0xC00D10AF
NS_E_WMPCORE_MISMATCHED_RUNTIME	0xC00D10B0
NS_E_WMPCORE_PLAYLIST_IMPORT_FAILED_NO_ITEMS	0xC00D10B1
NS_E_WMPCORE_VIDEO_TRANSFORM_FILTER_INSERTION	0xC00D10B2
NS_E_WMPCORE_MEDIA_UNAVAILABLE	0xC00D10B3
NS_E_WMPCORE_WMX_ENTRYREF_NO_REF	0xC00D10B4
NS_E_WMPCORE_NO_PLAYABLE_MEDIA_IN_PLAYLIST	0xC00D10B5
NS_E_WMPCORE_PLAYLIST_EMPTY_NESTED_PLAYLIST_SKIPPED_ITEMS	0xC00D10B6
NS_E_WMPCORE_BUSY	0xC00D10B7
NS_E_WMPCORE_MEDIA_CHILD_PLAYLIST_UNAVAILABLE	0xC00D10B8
NS_E_WMPCORE_MEDIA_NO_CHILD_PLAYLIST	0xC00D10B9
NS_E_WMPCORE_FILE_NOT_FOUND	0xC00D10BA
